$File,SMILES,mol_charged,ASA,ASA+,ASA-,ASA_H,ASA_P,CASA+,CASA-,DASA,DCASA,dens,dipole,E,E_ang,E_ele,E_nb,E_oop,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,glob,npr1,npr2,pmi,pmi1,pmi2,pmi3,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8,ID
C:/Users/MICROSOFT/Documents/nauval_mrnavac/cycpeptmp_standalone/runs/run_20260102_172000_moe/sdf/peptide.sdf,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,436.65369,319.08994,117.56377,206.9214,229.7323,6588.5688,2427.4568,201.52615,4161.1118,3.777828,4.5062585,7020993300000.0,18.861567,1248.303,7020993300000.0,0.05241546,83.841591,0,36.619907,7020993300000.0,52.536076,7020992800000.0,0.730762,0.26923802,0.47387987,0.52612013,15.088774,5.5592265,0.28928789,0.46672729,0.89500159,6174.7305,2440.5132,4679.9561,5228.9917,2.4016359,2.0013986,1.3317618,1.076462,283.375,252.72162,2.1174014,0.018295886,3.2864707,3.0559766,2.8253751,2.5356967,2.3383138,2.0602796,1.6920463,1.2347338,700.0,369.875,232.125,162.625,123.125,93.125,71.75,55.125,5.6789083,9.7211113,7.5663729,0.5,0.70710677,0.86602539,-4.0535374,-3.8495345,-3.8027027,-15.976609,-14.735163,-14.597965,1.1641716,202.125,291.875,330.75,337.375,300.25,248.75,186.375,133.0,2.1480882,2.2036896,0.9747566,1.3972294,1.6990874,1.9325132,2.0780971,2.153157,2.1833749,2.2339933,0.19299227,0.3741923,0.40785828,0.41155583,0.45342389,0.48941246,0.45378253,0.424353,1.4338182,366.85263,526.0,1599.5,1272.125,994.125,690.375,498.625,358.375,245.125,160.0,1397.375,980.25,663.375,353.0,198.375,109.625,58.75,27.0,EXT31
C:/Users/MICROSOFT/Documents/nauval_mrnavac/cycpeptmp_standalone/runs/run_20260102_172000_moe/sdf/peptide.sdf,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,450.98022,348.49512,102.48511,276.86426,174.11594,7195.7271,2116.1125,246.00999,5079.6143,3.5244181,2.5496469,5957439500000.0,17.085773,-106.76208,5957439500000.0,0.032158382,182.46814,0,37.313244,5957439500000.0,57.91843,5957439500000.0,0.77275032,0.22724967,0.6139167,0.38608333,15.955749,4.6922512,0.23142411,0.37810162,0.91130358,6379.0898,2107.0488,5078.4263,5572.7051,2.4410548,2.1774797,1.2438879,1.0475106,303.75,267.65253,1.5426359,0.019128425,3.217232,2.9884157,2.7656729,2.4856505,2.2477722,1.9011041,1.5424787,1.1411592,749.75,397.375,251.625,174.0,128.375,98.25,75.625,59.5,0.86602539,0.5,0.70710677,0.5,7.0,7.1589108,-4.1787887,-4.0360379,-4.0224495,-14.04263,-13.567081,-13.379441,1.1732919,180.125,248.375,282.125,297.25,274.625,224.625,167.125,108.625,1.8782911,1.8793104,0.81524676,1.0273008,1.2250252,1.3897529,1.5418718,1.6064161,1.641728,1.6187842,0.083902374,0.24536858,0.27838591,0.29049155,0.32787943,0.45478794,0.46950638,0.49826396,1.4361804,376.78067,541.125,1579.5,1244.75,967.375,664.75,472.625,327.0,219.875,134.75,1399.375,996.375,685.25,367.5,198.0,102.375,52.75,26.125,EXT32
C:/Users/MICROSOFT/Documents/nauval_mrnavac/cycpeptmp_standalone/runs/run_20260102_172000_moe/sdf/peptide.sdf,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,468.24823,345.48987,122.75835,198.56387,269.68436,7133.6748,2534.7144,222.73152,4598.9604,3.4589403,4.416337,12011467000000.0,14.856694,1968.5801,12011467000000.0,0.04774401,-20.773468,0,36.279636,12011467000000.0,49.187183,12011467000000.0,0.73783487,0.26216513,0.42405686,0.57594311,15.234815,5.4131856,0.17036802,0.32771772,0.89821672,6888.2837,2028.2832,5559.168,6189.1167,2.5366099,2.3290057,1.2516179,0.96131253,309.5,278.80411,2.9255204,0.026582189,3.1908233,2.9528024,2.724323,2.3158181,1.8905851,1.563947,1.2645948,0.87261277,778.875,465.25,319.0,234.0,178.875,139.5,112.125,91.25,0.5,0.70710677,0.5,7.5828753,2.0615528,7.9214897,-4.4091043,-4.3272142,-4.1921725,-14.03704,-13.877272,-13.416609,1.1820951,182.875,254.875,264.375,280.5,256.25,208.125,158.125,103.0,1.2978057,1.2008547,1.5770301,1.9618117,2.0788405,2.1231971,2.1361582,2.1966674,2.2569246,2.3868029,0.15488404,0.39533162,0.53022003,0.71143645,0.85841495,0.91316831,1.0168576,1.0331831,1.4590445,397.6918,580.25,1623.625,1278.625,950.5,615.5,414.0,281.0,188.75,113.875,1440.75,1023.75,686.125,335.0,157.75,72.875,30.625,10.875,EXT33
C:/Users/MICROSOFT/Documents/nauval_mrnavac/cycpeptmp_standalone/runs/run_20260102_172000_moe/sdf/peptide.sdf,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,455.9631,298.79523,157.16789,195.70088,260.26224,6169.5239,3245.2026,141.62733,2924.321,3.4645371,0.50052065,6595505300000.0,18.756981,605.65967,6595505300000.0,0.035265502,106.59519,0,37.063553,6595505300000.0,54.680618,6595505300000.0,0.65530568,0.34469432,0.4292033,0.57079667,13.530752,7.1172481,0.27740085,0.41649678,0.96364504,6452.0088,2258.0513,5224.4336,5421.5332,2.4549668,2.1111519,1.200888,1.1119195,309.0,271.40173,1.270946,0.014462226,3.2212484,2.9941423,2.7590454,2.4879041,2.2178764,1.9094927,1.4260639,0.89630163,601.625,326.75,197.625,134.75,95.75,70.375,51.75,39.625,6.6895442,0.5,6.9641943,8.6168442,9.0553856,4.5,-3.3371785,-3.1733005,-3.1682549,-11.114473,-11.015914,-10.920817,1.1817758,258.25,396.25,397.25,396.875,356.375,272.375,180.625,104.0,2.4161923,2.3914657,0.93713635,0.98008668,0.95658737,0.93410641,0.80906689,0.81939477,0.91843444,1.0560986,0.093508705,0.21506037,0.18441333,0.24872348,0.34946355,0.48496029,0.74647605,1.0755404,1.4543908,394.83887,574.25,1633.25,1320.0,1000.5,682.875,477.5,322.25,202.25,112.375,1375.0,923.75,603.25,286.0,121.125,49.875,21.625,8.375,EXT34
C:/Users/MICROSOFT/Documents/nauval_mrnavac/cycpeptmp_standalone/runs/run_20260102_172000_moe/sdf/peptide.sdf,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,462.81519,337.47522,125.33996,207.39668,255.4185,6968.1885,2588.0193,212.13527,4380.1689,3.4478002,3.6548758,8498927600000.0,17.183849,246.75182,8498927600000.0,0.015941478,147.56654,0,36.806503,8498927600000.0,56.49736,8498927600000.0,0.72917926,0.27082074,0.44811988,0.55188012,15.056093,5.591907,0.20089594,0.36836037,0.92632079,6687.6826,2147.1194,5399.3901,5828.8555,2.4994011,2.2472918,1.226988,1.007268,310.5,275.32733,0.49436125,0.013848419,3.1908286,2.9863319,2.7470436,2.3753541,2.1342335,1.8542724,1.4922591,1.0728482,640.25,317.125,193.375,132.25,94.25,70.125,51.5,37.625,0.5,0.5,0.70710677,0.5,2.9154758,3.3541019,-4.1056771,-3.6245317,-3.5506904,-12.998714,-12.443978,-12.396834,1.1884505,205.5,302.125,321.625,319.875,285.25,239.625,177.25,122.5,2.4893341,2.5850661,0.43117017,0.50632495,0.59949315,0.77028739,0.99370241,1.1850133,1.36926,1.6951934,0.16775535,0.17487581,0.11669222,0.093539923,0.12469652,0.23905134,0.34926325,0.53184867,1.4409567,394.18256,568.0,1616.75,1296.625,993.5,674.375,481.375,341.875,228.5,145.0,1411.25,994.5,671.875,354.5,196.125,102.25,51.25,22.5,EXT35
C:/Users/MICROSOFT/Documents/nauval_mrnavac/cycpeptmp_standalone/runs/run_20260102_172000_moe/sdf/peptide.sdf,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,454.78366,357.75989,97.023773,247.43324,207.35042,7387.0264,2003.3469,260.73611,5383.6792,3.4325995,4.6427546,5546922500000.0,15.687979,815.22839,5546922500000.0,0.040758673,102.8849,0,36.621239,5546922500000.0,49.928909,5546922500000.0,0.78665948,0.21334051,0.54406804,0.45593199,16.242945,4.4050546,0.26075798,0.36312717,0.93830132,6683.458,2109.0771,5449.7437,5808.0952,2.4986117,2.1551714,1.2341731,1.1005268,311.875,270.54382,0.9652735,0.019805707,3.2265294,2.9997556,2.7670262,2.5378647,2.3303125,1.8601745,1.4127724,0.92698365,776.875,428.75,268.625,174.875,125.125,94.625,70.25,51.5,6.8920245,0.70710677,7.1763501,0.5,0.5,1.0,-3.2890995,-3.2728126,-3.2725754,-13.969379,-13.681421,-13.015278,1.1700447,199.125,276.125,292.875,319.5,291.375,221.25,152.75,94.75,1.7389483,1.7598284,0.57753706,0.69500071,0.78914958,0.97134078,0.8052119,0.88875562,1.0219256,1.1765676,0.11767749,0.22972159,0.16388118,0.12789437,0.17716776,0.35222009,0.46660426,0.58738625,1.4511712,381.5022,553.625,1605.625,1271.0,975.75,673.125,467.125,307.75,192.0,112.75,1406.5,994.875,682.875,353.625,175.75,86.5,39.25,18.0,EXT36
C:/Users/MICROSOFT/Documents/nauval_mrnavac/cycpeptmp_standalone/runs/run_20260102_172000_moe/sdf/peptide.sdf,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,464.61728,340.62686,123.99039,256.20264,208.41463,7033.2637,2560.1536,216.63649,4473.1104,3.4188964,1.1066223,11195082000000.0,18.315861,401.80563,11195082000000.0,0.032099556,130.06155,0,36.542896,11195082000000.0,57.554211,11195082000000.0,0.73313433,0.26686564,0.5514273,0.4485727,15.137758,5.510242,0.18666813,0.29599541,0.90163124,7189.5142,1936.6923,5899.3555,6542.9805,2.5914803,2.3185816,1.1668196,1.0017457,313.125,277.92963,1.2670234,0.016125418,3.229898,3.0056193,2.7792308,2.4851947,2.2876809,1.9429587,1.474191,1.0209253,694.75,387.0,238.625,160.875,116.75,86.375,64.25,46.0,3.7749171,1.8708287,2.0615528,0.5,0.5,0.70710677,-3.4374204,-3.4328268,-3.3582685,-14.295387,-14.23378,-14.008388,1.183019,213.5,335.875,352.875,363.75,333.625,264.125,182.5,121.25,2.0476689,2.1056721,0.87160057,0.80941826,1.0670804,1.1120961,1.2804265,1.326965,1.456612,1.6121836,0.091963924,0.1614441,0.13871157,0.13248076,0.20508797,0.36533347,0.55465895,0.70962936,1.4469348,392.03561,567.25,1641.125,1320.5,1014.5,693.375,488.625,338.75,211.0,133.375,1427.625,984.625,661.625,329.625,155.0,74.625,28.5,12.125,EXT37
C:/Users/MICROSOFT/Documents/nauval_mrnavac/cycpeptmp_standalone/runs/run_20260102_172000_moe/sdf/peptide.sdf,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,446.8938,329.76874,117.12506,245.98273,200.91107,6809.0649,2418.3984,212.64368,4390.6665,3.595439,1.3290607,4008648400000.0,16.562176,-526.41736,4008648400000.0,0.0098690111,219.07999,0,36.89135,4008648400000.0,49.346069,4008648400000.0,0.73791301,0.26208702,0.55042768,0.44957229,15.236427,5.4115725,0.19456929,0.35108683,0.93523914,6664.3037,2046.7329,5452.1689,5829.7061,2.4950287,2.3022399,1.1823796,1.0155182,297.75,265.63947,1.7987851,0.022050591,3.2304008,2.9905195,2.7465472,2.3612931,2.1071985,1.8281909,1.4493344,1.0039656,738.875,419.0,278.5,195.375,146.75,112.625,90.0,71.875,1.8708287,1.8027756,0.86602539,0.5,7.6811457,7.6321688,-4.0347772,-3.9675007,-3.94047,-15.468246,-15.156196,-14.541075,1.1722445,190.25,272.875,290.625,300.5,262.625,209.625,152.0,104.625,1.6350987,1.6231606,0.93542486,1.301414,1.3752356,1.3829174,1.4285041,1.44766,1.5935597,1.7405546,0.19286585,0.31158066,0.43954897,0.5548619,0.54019147,0.47244507,0.55700231,0.57366019,1.4442936,380.03009,548.875,1593.5,1259.125,957.75,647.0,455.375,317.125,210.25,134.625,1403.25,986.25,667.125,346.5,192.75,107.5,58.25,30.0,EXT38
C:/Users/MICROSOFT/Documents/nauval_mrnavac/cycpeptmp_standalone/runs/run_20260102_172000_moe/sdf/peptide.sdf,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,470.62897,342.20898,128.41998,253.01231,217.61665,7065.9316,2651.6157,213.78902,4414.3154,3.3272479,3.1438246,8013071000000.0,20.673311,758.34906,8013071000000.0,0.080551796,98.109917,0,36.614105,8013071000000.0,61.679924,8013071000000.0,0.72713119,0.27286884,0.53760463,0.46239537,15.013804,5.6341958,0.21890306,0.35005945,0.86858624,7037.8867,2220.8853,5510.5791,6344.3086,2.5640075,2.1736634,1.2806634,1.0169936,321.75,282.22009,1.7723227,0.019665183,3.1708915,2.9467511,2.7283354,2.4635077,2.2182512,1.8048097,1.3776973,0.95981342,721.875,409.75,280.625,196.375,140.5,107.75,82.75,62.75,0.5,1.0,0.5,0.5,0.5,1.0,-5.0483365,-4.9526348,-4.8238039,-12.213432,-11.880935,-11.633083,1.1757108,221.25,318.375,353.125,366.0,333.625,256.375,180.875,109.125,1.6592427,1.572247,1.2147075,1.3740228,1.2675833,1.1910059,1.1993747,1.2393582,1.1501997,1.1232433,0.24664955,0.38880241,0.40003726,0.46236801,0.56671208,0.66897136,0.82436162,1.0374564,1.4701207,397.24631,584.0,1617.25,1277.75,987.375,673.375,465.625,308.75,198.5,116.375,1396.0,959.375,634.25,307.375,132.0,52.375,17.625,7.25,EXT39
C:/Users/MICROSOFT/Documents/nauval_mrnavac/cycpeptmp_standalone/runs/run_20260102_172000_moe/sdf/peptide.sdf,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,462.98022,315.94089,147.03934,201.6599,261.32034,6523.5479,3036.0681,168.90157,3487.4795,3.4828532,2.5203056,4181860500000.0,18.450996,1186.1031,4181860500000.0,0.082258895,67.862663,0,37.170063,4181860500000.0,59.175594,4181860500000.0,0.6824069,0.31759313,0.43556911,0.56443089,14.090338,6.5576625,0.1986137,0.34068835,0.91270411,6871.3203,2077.7373,5566.2583,6098.6445,2.5334845,2.234278,1.1991894,0.99573052,307.375,276.27567,2.0029061,0.015563996,3.2379272,3.0165918,2.7729678,2.4684665,2.2313488,1.8922613,1.4676665,0.95136958,661.0,343.125,209.625,143.625,103.875,74.625,57.5,40.125,0.5,6.5192022,6.98212,5.2201533,4.9497476,0.5,-3.6258719,-3.3900392,-3.2819488,-13.295935,-12.951769,-12.932467,1.18178,243.625,371.0,376.25,368.625,328.125,256.375,173.0,105.0,2.2808588,2.2637076,0.61028123,1.1544248,1.5555083,1.769255,1.88545,2.1253705,2.2824399,2.6671057,0.14860199,0.10212234,0.092906252,0.28690642,0.46964514,0.63352424,0.80152363,1.0776919,1.4493026,392.08514,568.25,1649.25,1329.625,1008.0,684.25,478.125,325.125,203.0,119.0,1405.625,958.625,631.75,315.625,150.0,68.75,30.0,14.0,EXT40
C:/Users/MICROSOFT/Documents/nauval_mrnavac/cycpeptmp_standalone/runs/run_20260102_172000_moe/sdf/peptide.sdf,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,465.83414,310.577,155.25714,243.25401,222.58012,6412.7939,3205.7495,155.31985,3207.0444,3.5157373,1.674652,9128687700000.0,17.767126,-455.92896,9128687700000.0,0.057741508,202.45239,0,36.451752,9128687700000.0,55.299873,9128687700000.0,0.66671157,0.33328846,0.52219015,0.47780982,13.76626,6.8817401,0.20512435,0.3242417,0.94098681,6988.9263,2000.7705,5806.4673,6170.6147,2.5550733,2.2979693,1.1435925,1.0407653,304.5,275.70529,0.80327857,0.016748283,3.2022629,2.9800012,2.7557392,2.4760704,2.2374706,1.8756331,1.3784275,0.89791739,672.125,365.625,233.75,163.75,120.375,93.875,72.75,54.625,0.86602539,0.70710677,0.5,1.118034,0.70710677,0.5,-4.3557801,-4.207303,-3.806452,-15.539502,-15.114573,-14.420138,1.188729,221.875,342.0,352.625,360.75,320.0,247.5,169.5,105.125,2.0310161,1.9625955,0.80015916,0.83145601,0.77010608,0.60729671,0.62576818,0.60102451,0.62371653,0.74631786,0.26601776,0.36061525,0.33789447,0.29900372,0.30329931,0.29439837,0.28623736,0.31221414,1.4410415,394.50635,568.5,1627.625,1306.625,998.375,681.5,474.75,321.375,205.375,122.375,1405.75,964.625,645.75,320.75,154.75,73.875,35.875,17.25,EXT41
C:/Users/MICROSOFT/Documents/nauval_mrnavac/cycpeptmp_standalone/runs/run_20260102_172000_moe/sdf/peptide.sdf,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,461.52545,277.311,184.21445,191.40706,270.11841,5725.9175,3803.6599,93.096558,1922.2577,3.5027959,1.3765798,8316612800000.0,18.727253,2321.4219,8316612800000.0,0.019937743,-14.373075,0,36.595322,8316612800000.0,53.271011,8316612800000.0,0.60085744,0.39914256,0.41472697,0.58527303,12.406505,8.2414951,0.231892,0.35906255,0.94750929,6796.6655,2116.0652,5583.9609,5893.3047,2.5196841,2.2316105,1.13185,1.0746357,305.625,272.91806,0.69652683,0.015564935,3.2036066,2.9848659,2.7560639,2.4941072,2.3076487,1.9192204,1.3946733,0.88615483,640.125,338.625,217.75,150.625,105.75,77.75,56.125,41.75,2.236068,2.5495098,0.70710677,6.041523,0.5,6.3442888,-3.7295902,-3.7103169,-3.7048762,-13.440574,-13.430833,-12.641646,1.1867731,254.75,389.125,407.25,388.0,333.375,242.375,157.125,92.625,2.2095292,2.1344399,0.5516454,0.88243574,0.88103765,0.94057727,1.0467371,1.2857273,1.7290689,1.7194054,0.14292915,0.14255692,0.16809806,0.19194826,0.26243708,0.44114128,0.60563487,0.65506542,1.4498411,397.37112,576.125,1638.125,1318.875,1010.5,688.25,481.125,321.5,197.375,114.125,1383.375,929.75,603.25,300.25,147.75,79.125,40.25,21.5,EXT42
C:/Users/MICROSOFT/Documents/nauval_mrnavac/cycpeptmp_standalone/runs/run_20260102_172000_moe/sdf/peptide.sdf,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,S(CC[C@](NC)C=O)C.O=C(N)CC[C@](NC)C=O.O=C[C@@](NC)[C@](OC)C.O=C[C@@](NC)C(C)C.O=C[C@@](NC)CC(C)C.O=C[C@@](NC)CCCNC(=N)N.O=C[C@@](NC)CCCCN.O=C[C@@](NC)C,474.68973,356.99762,117.69212,227.48439,247.20534,7371.2866,2430.1067,239.3055,4941.1802,3.4148071,0.33921865,4816010500000.0,18.654787,-400.78781,4816010500000.0,0.034951296,193.93819,0,36.877216,4816010500000.0,54.992752,4816010500000.0,0.75206518,0.24793482,0.47922754,0.52077246,15.528642,5.1193581,0.2158519,0.35481429,0.91618317,6704.0454,2094.8425,5409.1943,5904.0537,2.5024569,2.2557878,1.1931044,1.048036,313.5,283.38083,1.7820934,0.016887236,3.183708,2.9596562,2.714668,2.3439269,2.0858355,1.779372,1.4511142,1.0510192,660.125,353.25,216.5,153.125,108.625,80.625,56.875,41.75,0.86602539,0.5,1.2247449,0.70710677,0.5,0.86602539,-3.2782109,-3.2241411,-3.1504049,-14.244152,-13.910249,-12.951341,1.1855145,194.0,272.375,295.125,310.75,287.875,245.625,186.0,126.125,2.1385682,2.1657143,1.0994306,1.5031208,1.6197734,1.594357,1.5411474,1.4707433,1.445515,1.5226853,0.1514013,0.20333228,0.15161344,0.17987332,0.20529085,0.37982711,0.55522627,0.87513447,1.4487516,395.51297,573.0,1610.875,1282.0,975.75,662.875,463.0,331.625,223.75,142.375,1416.875,1009.625,680.625,352.125,175.125,86.0,37.75,16.25,EXT43
