ID,SMILES
pept1,CN[C@@H](C)C=O.CN[C@H](C=O)C(C)C.CN[C@H](C=O)C(C)C.CN[C@H](C=O)CC(C)C.CN[C@H](C=O)CCCNC(=N)N.CN[C@H](C=O)CCSC.CN[C@H](C=O)CCSC.CN[C@H](C=O)CCSC.CN[C@H](C=O)CO.CN[C@H](C=O)CO.CN[C@H](C=O)Cc1ccc(O)cc1.CN[C@H](C=O)Cc1ccccc1
pept1,S(C)CC[C@H](NC)C=O.N(C)[C@@H](CCSC)C=O.[C@H](CCCNC(=N)N)(C=O)NC.S(CC[C@@H](C=O)NC)C.N(C)[C@@H](C(C)C)C=O.c1cccc(C[C@H](NC)C=O)c1.[C@H](NC)(CO)C=O.CN[C@@H](CC(C)C)C=O.O=C[C@@H](NC)C.CN[C@@H](Cc1ccc(O)cc1)C=O.C([C@H](NC)C=O)(C)C.[C@@H](NC)(C=O)CO
pept1,[C@@H](C=O)(C)NC.N([C@H](C=O)CCSC)C.c1c(O)ccc(C[C@H](NC)C=O)c1.C([C@H](CCCNC(=N)N)NC)=O.N(C)[C@H](C=O)Cc1ccccc1.C(O)[C@@H](C=O)NC.CSCC[C@@H](C=O)NC.C([C@H](C(C)C)NC)=O.C(=O)[C@H](CCSC)NC.[C@@H](NC)(C=O)CC(C)C.N([C@H](C=O)C(C)C)C.OC[C@@H](C=O)NC
pept1,C(C[C@H](NC)C=O)SC.N([C@@H](CO)C=O)C.N([C@@H](CO)C=O)C.[C@H](C=O)(NC)C.CN[C@@H](CCSC)C=O.C([C@@H](C=O)NC)C(C)C.CC([C@@H](C=O)NC)C.CC(C)[C@H](NC)C=O.c1ccc(C[C@@H](C=O)NC)cc1.S(C)CC[C@H](NC)C=O.C([C@H](NC)C=O)CCNC(N)=N.c1(O)ccc(C[C@@H](C=O)NC)cc1
pept1,C([C@H](CC(C)C)NC)=O.c1(O)ccc(C[C@@H](C=O)NC)cc1.N=C(N)NCCC[C@H](NC)C=O.[C@H](C(C)C)(C=O)NC.[C@@H](CO)(NC)C=O.O=C[C@@H](NC)CCSC.O=C[C@H](Cc1ccccc1)NC.O=C[C@H](CCSC)NC.C(SC)C[C@@H](C=O)NC.CN[C@H](C=O)C.O=C[C@H](CO)NC.N([C@@H](C(C)C)C=O)C
pept1,CC(C[C@H](NC)C=O)C.O=C[C@@H](NC)CO.[C@H](C=O)(NC)CCSC.c1cccc(C[C@@H](C=O)NC)c1.N(C)[C@H](C=O)CCCNC(=N)N.CN[C@@H](CO)C=O.S(C)CC[C@@H](C=O)NC.c1cc(C[C@H](NC)C=O)ccc1O.CC(C)[C@@H](C=O)NC.S(C)CC[C@@H](C=O)NC.N([C@@H](C(C)C)C=O)C.CN[C@H](C=O)C
pept1,C([C@@H](C=O)NC)CCNC(=N)N.[C@H](NC)(C(C)C)C=O.O=C[C@@H](NC)CCSC.N([C@H](C=O)CCSC)C.[C@H](C=O)(NC)CCSC.Oc1ccc(C[C@H](NC)C=O)cc1.O=C[C@H](CO)NC.CN[C@H](C=O)C(C)C.C(C)(C[C@H](NC)C=O)C.C([C@@H](C=O)NC)O.c1cc(C[C@@H](C=O)NC)ccc1.O=C[C@@H](NC)C
pept1,CSCC[C@H](NC)C=O.CSCC[C@@H](C=O)NC.CN[C@H](C=O)C(C)C.C([C@@H](NC)CC(C)C)=O.N(CCC[C@H](NC)C=O)C(N)=N.[C@H](NC)(Cc1ccccc1)C=O.c1(O)ccc(C[C@H](NC)C=O)cc1.O=C[C@@H](NC)CO.C(CSC)[C@@H](C=O)NC.CC([C@@H](C=O)NC)C.CN[C@@H](C)C=O.CN[C@H](C=O)CO
pept1,C([C@@H](C=O)NC)c1ccc(O)cc1.C(C(C)C)[C@H](NC)C=O.C(CSC)[C@H](NC)C=O.c1(C[C@@H](C=O)NC)ccccc1.CN[C@H](C=O)C(C)C.C(O)[C@@H](C=O)NC.CN[C@@H](C(C)C)C=O.S(C)CC[C@@H](C=O)NC.C(CNC(N)=N)C[C@@H](C=O)NC.OC[C@H](NC)C=O.CN[C@H](C=O)CCSC.CN[C@H](C=O)C
pept1,N([C@H](C=O)Cc1ccccc1)C.CN[C@@H](CC(C)C)C=O.C([C@H](NC)C=O)CSC.C(C[C@@H](C=O)NC)SC.[C@H](CO)(C=O)NC.N([C@H](C=O)C(C)C)C.C([C@H](CCSC)NC)=O.O=C[C@@H](NC)CO.O=C[C@H](C)NC.[C@H](NC)(Cc1ccc(O)cc1)C=O.C([C@H](C(C)C)NC)=O.O=C[C@H](CCCNC(N)=N)NC
