ID,SMILES
pept1,CN[C@@H](C)C=O.CN[C@H](C=O)C(C)C.CN[C@H](C=O)C(C)C.CN[C@H](C=O)CC(C)C.CN[C@H](C=O)CCCNC(=N)N.CN[C@H](C=O)CCSC.CN[C@H](C=O)CCSC.CN[C@H](C=O)CCSC.CN[C@H](C=O)CO.CN[C@H](C=O)CO.CN[C@H](C=O)Cc1ccc(O)cc1.CN[C@H](C=O)Cc1ccccc1
pept1,c1ccccc1C[C@@H](C=O)NC.[C@H](C=O)(NC)CCSC.N(C)[C@H](C=O)Cc1ccc(O)cc1.O=C[C@@H](NC)CO.CN[C@H](C=O)CCSC.S(CC[C@@H](C=O)NC)C.CC([C@H](NC)C=O)C.CN[C@@H](CCCNC(N)=N)C=O.CN[C@@H](CC(C)C)C=O.CN[C@@H](C)C=O.C([C@@H](C=O)NC)O.CC(C)[C@H](NC)C=O
pept1,N([C@@H](Cc1ccccc1)C=O)C.C(=O)[C@@H](NC)CCCNC(N)=N.N(C)[C@H](C=O)C(C)C.[C@H](C(C)C)(C=O)NC.C(=O)[C@@H](NC)Cc1ccc(O)cc1.[C@H](C=O)(NC)CO.C([C@@H](NC)CO)=O.CC(C[C@@H](C=O)NC)C.CSCC[C@H](NC)C=O.S(CC[C@H](NC)C=O)C.N(C)[C@H](C=O)CCSC.[C@@H](C)(NC)C=O
pept1,C([C@H](CO)NC)=O.N([C@@H](CO)C=O)C.N(C)[C@H](C=O)C.C(C)(C)[C@@H](C=O)NC.O=C[C@@H](NC)Cc1ccc(O)cc1.C([C@H](CC(C)C)NC)=O.[C@@H](C=O)(CCSC)NC.c1ccccc1C[C@@H](C=O)NC.C(CCNC(=N)N)[C@H](NC)C=O.N(C)[C@@H](CCSC)C=O.CC([C@H](NC)C=O)C.CSCC[C@@H](C=O)NC
pept1,[C@H](Cc1ccccc1)(C=O)NC.CN[C@@H](CCSC)C=O.N([C@H](C=O)C(C)C)C.[C@H](NC)(Cc1ccc(O)cc1)C=O.[C@H](NC)(C)C=O.C(C)(C)C[C@H](NC)C=O.O=C[C@@H](NC)CCSC.C(C[C@H](NC)C=O)CNC(=N)N.[C@@H](CO)(NC)C=O.OC[C@H](NC)C=O.CN[C@H](C=O)CCSC.CC([C@H](NC)C=O)C
pept1,N([C@H](C=O)CCSC)C.C(=O)[C@H](Cc1ccc(O)cc1)NC.N([C@H](C=O)CCCNC(=N)N)C.CSCC[C@H](NC)C=O.O=C[C@@H](NC)C(C)C.CC([C@@H](C=O)NC)C.N([C@H](C=O)CC(C)C)C.c1(C[C@@H](C=O)NC)ccccc1.S(C)CC[C@@H](C=O)NC.[C@@H](NC)(C=O)CO.C([C@H](C)NC)=O.C([C@@H](NC)CO)=O
pept1,C(=O)[C@H](CCSC)NC.CN[C@H](C=O)CC(C)C.C(=O)[C@@H](NC)Cc1ccc(O)cc1.c1c(C[C@@H](C=O)NC)cccc1.C(CC[C@H](NC)C=O)NC(N)=N.[C@@H](NC)(C=O)CO.CC(C)[C@H](NC)C=O.N([C@@H](CCSC)C=O)C.CC([C@H](NC)C=O)C.CN[C@H](C=O)CO.CN[C@@H](CCSC)C=O.[C@H](C=O)(NC)C
pept1,c1(O)ccc(C[C@H](NC)C=O)cc1.CC(C)[C@@H](C=O)NC.CN[C@H](C=O)CO.c1ccc(C[C@@H](C=O)NC)cc1.C([C@@H](C=O)NC)CSC.O=C[C@H](CCSC)NC.N=C(N)NCCC[C@H](NC)C=O.C(=O)[C@H](C)NC.C([C@H](CCSC)NC)=O.CC(C)C[C@@H](C=O)NC.N([C@H](C=O)C(C)C)C.CN[C@H](C=O)CO
pept1,c1(C[C@H](NC)C=O)ccccc1.C(O)[C@@H](C=O)NC.[C@H](C)(C=O)NC.C(=O)[C@H](CC(C)C)NC.CSCC[C@@H](C=O)NC.C([C@H](CCSC)NC)=O.N=C(NCCC[C@@H](C=O)NC)N.c1c(C[C@@H](C=O)NC)ccc(O)c1.C(=O)[C@H](C(C)C)NC.O=C[C@@H](NC)C(C)C.CN[C@H](C=O)CCSC.C(=O)[C@H](CO)NC
pept1,c1cc(C[C@@H](C=O)NC)ccc1O.O=C[C@H](C(C)C)NC.C(SC)C[C@@H](C=O)NC.NC(NCCC[C@H](NC)C=O)=N.CN[C@H](C=O)CCSC.S(C)CC[C@H](NC)C=O.N(C)[C@@H](Cc1ccccc1)C=O.C(C)(C)[C@H](NC)C=O.OC[C@@H](C=O)NC.C[C@H](NC)C=O.CN[C@H](C=O)CC(C)C.C([C@H](NC)C=O)O
