ID,SMILES
pept1,CN[C@@H](C)C=O.CN[C@@H](C)C=O.CN[C@H](C=O)C(C)C.CN[C@H](C=O)C(C)C.CN[C@H](C=O)CC(C)C.CN[C@H](C=O)CCCNC(=N)N.CN[C@H](C=O)CCSC.CN[C@H](C=O)CCSC.CN[C@H](C=O)CCSC.CN[C@H](C=O)CO.CN[C@H](C=O)CO.CN[C@H](C=O)Cc1ccc(O)cc1.CN[C@H](C=O)Cc1ccccc1
pept1,CC(C[C@@H](C=O)NC)C.[C@H](C=O)(NC)C(C)C.c1c(C[C@@H](C=O)NC)ccc(O)c1.N=C(N)NCCC[C@@H](C=O)NC.N([C@H](C=O)CO)C.C(=O)[C@H](C(C)C)NC.[C@H](C=O)(NC)CCSC.O=C[C@H](C)NC.CN[C@H](C=O)CCSC.C(C[C@@H](C=O)NC)SC.O=C[C@@H](NC)CO.N([C@H](C=O)Cc1ccccc1)C.N(C)[C@@H](C)C=O
pept1,OC[C@H](NC)C=O.CC(C)C[C@H](NC)C=O.N(C)[C@@H](CCSC)C=O.N=C(NCCC[C@H](NC)C=O)N.O=C[C@@H](NC)CCSC.[C@@H](C=O)(C(C)C)NC.CN[C@H](C=O)CO.[C@@H](C=O)(Cc1ccc(O)cc1)NC.C(C[C@H](NC)C=O)SC.c1cccc(C[C@H](NC)C=O)c1.C[C@@H](C=O)NC.CC([C@H](NC)C=O)C.N([C@H](C=O)C)C
pept1,C(=O)[C@H](Cc1ccccc1)NC.S(C)CC[C@H](NC)C=O.CSCC[C@H](NC)C=O.CC([C@H](NC)C=O)C.N([C@@H](CCCNC(N)=N)C=O)C.[C@@H](C=O)(CO)NC.c1cc(C[C@@H](C=O)NC)ccc1O.CSCC[C@@H](C=O)NC.C(C)(C)C[C@H](NC)C=O.OC[C@H](NC)C=O.O=C[C@@H](NC)C(C)C.N(C)[C@@H](C)C=O.C[C@H](NC)C=O
pept1,CC(C)[C@H](NC)C=O.S(C)CC[C@@H](C=O)NC.[C@H](C=O)(NC)CCSC.[C@H](C=O)(NC)CCSC.c1(C[C@@H](C=O)NC)ccc(O)cc1.C([C@@H](C=O)NC)CCNC(N)=N.C([C@H](CO)NC)=O.CC(C[C@H](NC)C=O)C.C([C@H](NC)C=O)O.c1c(C[C@@H](C=O)NC)cccc1.C([C@@H](NC)C)=O.CN[C@@H](C(C)C)C=O.N(C)[C@H](C=O)C
pept1,N(C)[C@@H](Cc1ccc(O)cc1)C=O.C([C@H](NC)C=O)C(C)C.[C@@H](C=O)(CCCNC(N)=N)NC.[C@@H](C(C)C)(NC)C=O.CN[C@@H](CCSC)C=O.S(CC[C@@H](C=O)NC)C.C([C@@H](NC)C)=O.c1ccc(C[C@@H](C=O)NC)cc1.CN[C@@H](C(C)C)C=O.CN[C@H](C=O)CO.N(C)[C@@H](CCSC)C=O.N([C@@H](C)C=O)C.C([C@H](NC)C=O)O
pept1,C(=O)[C@@H](NC)Cc1ccc(O)cc1.N([C@H](C=O)C)C.O=C[C@H](Cc1ccccc1)NC.[C@H](C(C)C)(C=O)NC.CSCC[C@H](NC)C=O.CN[C@@H](C)C=O.O=C[C@H](CO)NC.C(=O)[C@@H](NC)CCCNC(N)=N.C([C@@H](NC)CO)=O.C(C[C@@H](C=O)NC)SC.CC([C@@H](C=O)NC)C.[C@H](CC(C)C)(C=O)NC.CN[C@@H](CCSC)C=O
pept1,c1cc(C[C@H](NC)C=O)ccc1O.C(SC)C[C@@H](C=O)NC.[C@@H](C)(NC)C=O.C(c1ccccc1)[C@H](NC)C=O.S(C)CC[C@@H](C=O)NC.C(C)([C@H](NC)C=O)C.[C@H](NC)(CO)C=O.[C@H](C)(C=O)NC.OC[C@@H](C=O)NC.CN[C@H](C=O)CC(C)C.O=C[C@@H](NC)C(C)C.C([C@H](NC)C=O)CCNC(N)=N.N([C@H](C=O)CCSC)C
pept1,O=C[C@H](CCCNC(N)=N)NC.[C@H](NC)(Cc1ccccc1)C=O.C(C[C@H](NC)C=O)SC.CSCC[C@@H](C=O)NC.N(C)[C@H](C=O)C(C)C.C([C@H](NC)C=O)O.CN[C@@H](CC(C)C)C=O.N([C@H](C=O)Cc1ccc(O)cc1)C.C[C@@H](C=O)NC.C([C@H](NC)C=O)CSC.CC(C)[C@H](NC)C=O.C([C@H](C)NC)=O.O=C[C@H](CO)NC
pept1,CSCC[C@@H](C=O)NC.O=C[C@@H](NC)CO.C(c1ccccc1)[C@H](NC)C=O.C(SC)C[C@@H](C=O)NC.O=C[C@H](C)NC.C(C[C@H](NC)C=O)(C)C.CN[C@H](C=O)C.C(CSC)[C@H](NC)C=O.O=C[C@@H](NC)C(C)C.C(NCCC[C@H](NC)C=O)(N)=N.N(C)[C@@H](CO)C=O.[C@H](C(C)C)(C=O)NC.c1(O)ccc(C[C@@H](C=O)NC)cc1
