ID,SMILES
pept1,CN[C@@H](C)C=O.CN[C@H](C=O)C(C)C.CN[C@H](C=O)C(C)C.CN[C@H](C=O)CC(C)C.CN[C@H](C=O)CCCNC(=N)N.CN[C@H](C=O)CCSC.CN[C@H](C=O)CCSC.CN[C@H](C=O)CCSC.CN[C@H](C=O)CO.CN[C@H](C=O)CO.CN[C@H](C=O)Cc1ccc(O)cc1.CN[C@H](C=O)Cc1ccccc1
pept1,N([C@H](C=O)Cc1ccc(O)cc1)C.[C@@H](NC)(C=O)CCSC.CN[C@H](C=O)C(C)C.c1ccccc1C[C@@H](C=O)NC.O=C[C@H](CCCNC(N)=N)NC.N(C)[C@@H](C)C=O.O=C[C@@H](NC)CO.O=C[C@@H](NC)CO.C(=O)[C@H](CC(C)C)NC.C(=O)[C@H](C(C)C)NC.C([C@@H](C=O)NC)CSC.N([C@@H](CCSC)C=O)C
pept1,NC(NCCC[C@@H](C=O)NC)=N.[C@@H](C=O)(CO)NC.C(O)[C@@H](C=O)NC.C([C@@H](C=O)NC)(C)C.O=C[C@H](C(C)C)NC.C(c1ccccc1)[C@H](NC)C=O.S(C)CC[C@H](NC)C=O.CN[C@@H](CCSC)C=O.c1cc(O)ccc1C[C@@H](C=O)NC.CN[C@H](C=O)C.N(C)[C@@H](CCSC)C=O.C(C)(C)C[C@@H](C=O)NC
pept1,N(C(=N)N)CCC[C@H](NC)C=O.C(=O)[C@@H](NC)CO.[C@H](NC)(CCSC)C=O.C(SC)C[C@H](NC)C=O.[C@H](C=O)(NC)CO.c1(C[C@@H](C=O)NC)ccc(O)cc1.C([C@H](C(C)C)NC)=O.[C@H](C=O)(NC)CC(C)C.O=C[C@H](Cc1ccccc1)NC.O=C[C@H](C(C)C)NC.O=C[C@@H](NC)C.C([C@@H](C=O)NC)CSC
pept1,C(=O)[C@@H](NC)CCCNC(=N)N.CN[C@@H](CO)C=O.c1cc(C[C@@H](C=O)NC)ccc1.CC(C[C@@H](C=O)NC)C.CC(C)[C@@H](C=O)NC.CC([C@H](NC)C=O)C.CN[C@@H](CCSC)C=O.N(C)[C@H](C=O)Cc1ccc(O)cc1.C([C@H](NC)C=O)O.O=C[C@@H](NC)CCSC.C[C@@H](C=O)NC.N(C)[C@@H](CCSC)C=O
pept1,[C@H](C=O)(NC)CCSC.[C@@H](CO)(NC)C=O.N(C(=N)N)CCC[C@@H](C=O)NC.CC([C@@H](C=O)NC)C.c1c(C[C@H](NC)C=O)cccc1.[C@H](C=O)(NC)CC(C)C.C(C[C@@H](C=O)NC)SC.O=C[C@@H](NC)Cc1ccc(O)cc1.O=C[C@H](CO)NC.N(C)[C@H](C=O)C.CN[C@H](C=O)CCSC.C(=O)[C@@H](NC)C(C)C
pept1,[C@H](C)(C=O)NC.CN[C@H](C=O)CCSC.CC(C)[C@H](NC)C=O.[C@@H](NC)(C=O)CCSC.CN[C@@H](CCSC)C=O.O=C[C@H](CCCNC(N)=N)NC.[C@H](C=O)(NC)CC(C)C.c1cc(C[C@H](NC)C=O)ccc1.c1(O)ccc(C[C@@H](C=O)NC)cc1.N([C@@H](C(C)C)C=O)C.[C@H](NC)(CO)C=O.[C@H](NC)(CO)C=O
pept1,CN[C@@H](CCSC)C=O.C(CCNC(N)=N)[C@H](NC)C=O.S(CC[C@@H](C=O)NC)C.C(C[C@H](NC)C=O)(C)C.C(=O)[C@H](Cc1ccc(O)cc1)NC.C([C@H](NC)C=O)O.O=C[C@@H](NC)Cc1ccccc1.N([C@H](C=O)CO)C.O=C[C@H](C)NC.CC([C@H](NC)C=O)C.CSCC[C@@H](C=O)NC.N([C@H](C=O)C(C)C)C
pept1,CC(C)C[C@H](NC)C=O.C([C@@H](C=O)NC)O.C([C@H](NC)C=O)(C)C.C(NCCC[C@H](NC)C=O)(=N)N.C(=O)[C@H](CCSC)NC.N([C@@H](C)C=O)C.C(c1ccc(O)cc1)[C@H](NC)C=O.C([C@@H](C=O)NC)O.[C@H](C=O)(NC)Cc1ccccc1.N(C)[C@@H](CCSC)C=O.C(=O)[C@H](CCSC)NC.CC([C@H](NC)C=O)C
pept1,C(CNC(=N)N)C[C@H](NC)C=O.CC([C@@H](C=O)NC)C.[C@@H](C=O)(CO)NC.CC(C)[C@@H](C=O)NC.S(C)CC[C@H](NC)C=O.c1(C[C@H](NC)C=O)ccccc1.C(=O)[C@@H](NC)CCSC.N([C@@H](CO)C=O)C.C([C@H](C)NC)=O.O=C[C@H](CC(C)C)NC.C([C@H](NC)C=O)CSC.c1(O)ccc(C[C@H](NC)C=O)cc1
pept1,CN[C@@H](CCSC)C=O.N([C@@H](Cc1ccc(O)cc1)C=O)C.[C@H](NC)(C(C)C)C=O.CN[C@H](C=O)CO.C([C@@H](C=O)NC)CSC.O=C[C@H](Cc1ccccc1)NC.C([C@H](NC)C=O)CCNC(=N)N.O=C[C@H](CO)NC.CSCC[C@@H](C=O)NC.CN[C@H](C=O)CC(C)C.N([C@@H](C)C=O)C.CC(C)[C@H](NC)C=O
pept1,c1ccc(C[C@@H](C=O)NC)cc1.C(SC)C[C@@H](C=O)NC.[C@@H](C=O)(CCCNC(N)=N)NC.CSCC[C@H](NC)C=O.CN[C@@H](C(C)C)C=O.C(=O)[C@H](CO)NC.CN[C@@H](CCSC)C=O.[C@@H](C=O)(C(C)C)NC.C([C@H](CO)NC)=O.c1(C[C@@H](C=O)NC)ccc(O)cc1.[C@H](NC)(C)C=O.CC(C[C@@H](C=O)NC)C
pept1,CC(C)C[C@H](NC)C=O.C(SC)C[C@H](NC)C=O.C([C@@H](NC)CO)=O.c1cc(C[C@H](NC)C=O)ccc1O.N(C(N)=N)CCC[C@H](NC)C=O.C(C[C@H](NC)C=O)SC.CN[C@H](C=O)C.c1ccc(C[C@H](NC)C=O)cc1.[C@H](C=O)(NC)CO.[C@@H](C=O)(C(C)C)NC.C(C)([C@@H](C=O)NC)C.C(CSC)[C@@H](C=O)NC
pept1,CC(C)C[C@@H](C=O)NC.C([C@H](NC)C=O)(C)C.c1cc(C[C@H](NC)C=O)ccc1.c1cc(O)ccc1C[C@@H](C=O)NC.C([C@H](CO)NC)=O.[C@@H](C=O)(CCSC)NC.O=C[C@@H](NC)C.[C@@H](CCCNC(=N)N)(NC)C=O.N(C)[C@@H](CCSC)C=O.N(C)[C@@H](C(C)C)C=O.[C@H](C=O)(NC)CO.[C@@H](C=O)(CCSC)NC
pept1,N(C)[C@@H](C(C)C)C=O.N([C@@H](CCSC)C=O)C.CSCC[C@H](NC)C=O.c1ccc(C[C@@H](C=O)NC)cc1.C(C(C)C)[C@@H](C=O)NC.c1cc(O)ccc1C[C@H](NC)C=O.C(CNC(N)=N)C[C@H](NC)C=O.C([C@H](NC)C=O)(C)C.C[C@H](NC)C=O.C([C@H](CO)NC)=O.S(CC[C@@H](C=O)NC)C.CN[C@H](C=O)CO
pept1,O=C[C@@H](NC)CCSC.CC(C)[C@@H](C=O)NC.[C@@H](C=O)(CO)NC.CN[C@H](C=O)Cc1ccc(O)cc1.c1(C[C@@H](C=O)NC)ccccc1.C([C@@H](C=O)NC)CSC.CN[C@H](C=O)CCCNC(=N)N.O=C[C@H](CCSC)NC.N([C@H](C=O)C)C.OC[C@H](NC)C=O.CN[C@H](C=O)C(C)C.O=C[C@H](CC(C)C)NC
pept1,O=C[C@@H](NC)CO.O=C[C@@H](NC)C(C)C.[C@@H](CCCNC(N)=N)(NC)C=O.C(=O)[C@@H](NC)Cc1ccc(O)cc1.CN[C@@H](C)C=O.C(C)(C[C@@H](C=O)NC)C.CN[C@@H](CCSC)C=O.CN[C@@H](CO)C=O.O=C[C@@H](NC)C(C)C.C(SC)C[C@H](NC)C=O.O=C[C@H](CCSC)NC.C([C@H](Cc1ccccc1)NC)=O
pept1,C(C[C@H](NC)C=O)SC.C(=O)[C@H](CCCNC(=N)N)NC.O=C[C@@H](NC)C(C)C.N([C@H](C=O)Cc1ccccc1)C.[C@H](NC)(Cc1ccc(O)cc1)C=O.N([C@H](C=O)CC(C)C)C.S(CC[C@H](NC)C=O)C.C(=O)[C@H](CO)NC.N(C)[C@H](C=O)CCSC.[C@H](NC)(C)C=O.CN[C@@H](C(C)C)C=O.[C@H](NC)(CO)C=O
pept1,CN[C@@H](C)C=O.O=C[C@@H](NC)Cc1ccccc1.N(C)[C@H](C=O)CC(C)C.N=C(N)NCCC[C@H](NC)C=O.N(C)[C@@H](CCSC)C=O.OC[C@H](NC)C=O.O=C[C@H](Cc1ccc(O)cc1)NC.CSCC[C@@H](C=O)NC.N(C)[C@@H](C(C)C)C=O.CC(C)[C@@H](C=O)NC.CSCC[C@H](NC)C=O.[C@@H](CO)(NC)C=O
pept1,Oc1ccc(C[C@H](NC)C=O)cc1.CN[C@@H](CCSC)C=O.O=C[C@H](CO)NC.CN[C@H](C=O)C.O=C[C@@H](NC)CCCNC(=N)N.[C@@H](C=O)(CO)NC.[C@H](C=O)(NC)C(C)C.N([C@@H](Cc1ccccc1)C=O)C.CN[C@H](C=O)CCSC.[C@@H](NC)(C=O)CCSC.C(=O)[C@@H](NC)C(C)C.CC(C)C[C@@H](C=O)NC
pept1,c1cccc(C[C@H](NC)C=O)c1.N(C)[C@H](C=O)CO.C([C@H](C(C)C)NC)=O.C(c1ccc(O)cc1)[C@H](NC)C=O.C([C@@H](C=O)NC)C(C)C.O=C[C@@H](NC)CCSC.N([C@@H](CCSC)C=O)C.[C@H](C(C)C)(C=O)NC.C(CSC)[C@@H](C=O)NC.C([C@@H](NC)C)=O.N(C(N)=N)CCC[C@@H](C=O)NC.[C@@H](C=O)(CO)NC
pept1,N([C@@H](CO)C=O)C.[C@@H](NC)(C=O)C.C(c1ccccc1)[C@@H](C=O)NC.N([C@@H](CCSC)C=O)C.N=C(N)NCCC[C@@H](C=O)NC.C([C@H](CC(C)C)NC)=O.CC(C)[C@@H](C=O)NC.O=C[C@@H](NC)CCSC.c1(O)ccc(C[C@H](NC)C=O)cc1.[C@@H](NC)(C=O)CCSC.CC([C@H](NC)C=O)C.N([C@H](C=O)CO)C
pept1,C(CC[C@@H](C=O)NC)NC(N)=N.C(C(C)C)[C@@H](C=O)NC.[C@H](NC)(Cc1ccc(O)cc1)C=O.C(C[C@H](NC)C=O)SC.[C@@H](C=O)(CO)NC.[C@H](NC)(CCSC)C=O.N(C)[C@@H](CO)C=O.C(c1ccccc1)[C@H](NC)C=O.C(=O)[C@@H](NC)C(C)C.[C@@H](C=O)(C(C)C)NC.C[C@@H](C=O)NC.CN[C@@H](CCSC)C=O
pept1,CN[C@@H](C(C)C)C=O.C([C@H](NC)C=O)O.C([C@@H](C=O)NC)CSC.N=C(NCCC[C@H](NC)C=O)N.N([C@@H](CCSC)C=O)C.c1cccc(C[C@H](NC)C=O)c1.[C@H](C)(C=O)NC.S(CC[C@H](NC)C=O)C.O=C[C@@H](NC)CC(C)C.c1c(C[C@@H](C=O)NC)ccc(O)c1.CC(C)[C@H](NC)C=O.N(C)[C@H](C=O)CO
pept1,CN[C@@H](C)C=O.C(NCCC[C@H](NC)C=O)(=N)N.C([C@H](NC)C=O)c1ccccc1.CN[C@@H](CCSC)C=O.C(O)[C@H](NC)C=O.CC([C@H](NC)C=O)C.O=C[C@@H](NC)CCSC.CN[C@H](C=O)C(C)C.CC(C[C@@H](C=O)NC)C.C(O)[C@H](NC)C=O.CN[C@H](C=O)Cc1ccc(O)cc1.O=C[C@H](CCSC)NC
pept1,CC([C@H](NC)C=O)C.C(O)[C@@H](C=O)NC.c1ccc(C[C@H](NC)C=O)cc1.CN[C@@H](CO)C=O.CN[C@H](C=O)CCCNC(N)=N.C(C)([C@@H](C=O)NC)C.N(C)[C@@H](CC(C)C)C=O.N(C)[C@H](C=O)CCSC.CN[C@@H](C)C=O.C([C@@H](NC)CCSC)=O.CSCC[C@@H](C=O)NC.CN[C@@H](Cc1ccc(O)cc1)C=O
pept1,CC([C@@H](C=O)NC)C.c1(C[C@H](NC)C=O)ccc(O)cc1.CN[C@H](C=O)C(C)C.N([C@H](C=O)CCSC)C.C[C@@H](C=O)NC.O=C[C@@H](NC)CCCNC(N)=N.[C@@H](NC)(C=O)CO.[C@@H](NC)(C=O)CCSC.O=C[C@H](Cc1ccccc1)NC.C(C)(C)C[C@H](NC)C=O.C(=O)[C@@H](NC)CCSC.C(O)[C@@H](C=O)NC
pept1,N([C@@H](CCSC)C=O)C.C(C(C)C)[C@@H](C=O)NC.N([C@H](C=O)C(C)C)C.C(O)[C@@H](C=O)NC.CSCC[C@H](NC)C=O.c1cc(C[C@H](NC)C=O)ccc1O.S(CC[C@@H](C=O)NC)C.OC[C@H](NC)C=O.[C@@H](C=O)(C(C)C)NC.c1cc(C[C@H](NC)C=O)ccc1.N(CCC[C@H](NC)C=O)C(N)=N.C[C@@H](C=O)NC
pept1,C(C[C@@H](C=O)NC)SC.S(CC[C@H](NC)C=O)C.O=C[C@H](Cc1ccccc1)NC.N(C)[C@@H](C(C)C)C=O.N([C@@H](CO)C=O)C.C(C)(C)[C@H](NC)C=O.N(C)[C@@H](CC(C)C)C=O.c1cc(O)ccc1C[C@H](NC)C=O.CN[C@@H](CO)C=O.C(CSC)[C@@H](C=O)NC.N([C@H](C=O)C)C.CN[C@@H](CCCNC(N)=N)C=O
pept1,N([C@@H](Cc1ccc(O)cc1)C=O)C.C(C[C@H](NC)C=O)SC.O=C[C@H](C)NC.CN[C@@H](CCSC)C=O.S(CC[C@H](NC)C=O)C.CN[C@@H](C(C)C)C=O.N(CCC[C@@H](C=O)NC)C(=N)N.CC([C@@H](C=O)NC)C.C(=O)[C@H](Cc1ccccc1)NC.C([C@@H](NC)CO)=O.OC[C@@H](C=O)NC.C(C(C)C)[C@H](NC)C=O
pept1,O=C[C@@H](NC)C(C)C.N([C@H](C=O)CC(C)C)C.[C@@H](C=O)(CCSC)NC.c1ccccc1C[C@H](NC)C=O.C([C@@H](NC)C)=O.[C@@H](NC)(C=O)Cc1ccc(O)cc1.O=C[C@H](CO)NC.CC(C)[C@H](NC)C=O.N(C)[C@H](C=O)CCSC.N(CCC[C@H](NC)C=O)C(=N)N.C(SC)C[C@@H](C=O)NC.[C@@H](CO)(NC)C=O
pept1,O=C[C@H](CCSC)NC.C([C@@H](NC)CCSC)=O.O=C[C@H](C)NC.c1(O)ccc(C[C@@H](C=O)NC)cc1.O=C[C@@H](NC)CO.[C@H](NC)(CCCNC(N)=N)C=O.C(C)([C@@H](C=O)NC)C.C([C@H](NC)C=O)c1ccccc1.S(C)CC[C@H](NC)C=O.O=C[C@@H](NC)CO.[C@@H](CC(C)C)(NC)C=O.C(=O)[C@@H](NC)C(C)C
pept1,c1ccccc1C[C@@H](C=O)NC.[C@H](C=O)(NC)C(C)C.C(=O)[C@@H](NC)CO.N([C@@H](CCSC)C=O)C.NC(=N)NCCC[C@@H](C=O)NC.C(SC)C[C@@H](C=O)NC.[C@H](C=O)(NC)Cc1ccc(O)cc1.[C@H](C=O)(NC)C(C)C.N(C)[C@H](C=O)C.CSCC[C@H](NC)C=O.OC[C@H](NC)C=O.C(=O)[C@H](CC(C)C)NC
pept1,[C@H](C=O)(NC)C.O=C[C@@H](NC)CCSC.C([C@@H](NC)C(C)C)=O.C([C@H](NC)C=O)CSC.C(CSC)[C@H](NC)C=O.[C@@H](NC)(C=O)CO.CN[C@@H](Cc1ccccc1)C=O.N=C(N)NCCC[C@H](NC)C=O.CC([C@H](NC)C=O)C.C(C(C)C)[C@@H](C=O)NC.C(O)[C@@H](C=O)NC.O=C[C@H](Cc1ccc(O)cc1)NC
pept1,CC([C@@H](C=O)NC)C.C(=O)[C@H](CO)NC.CN[C@@H](Cc1ccccc1)C=O.c1cc(C[C@@H](C=O)NC)ccc1O.O=C[C@@H](NC)CCCNC(=N)N.CN[C@@H](CCSC)C=O.[C@@H](C=O)(CCSC)NC.[C@@H](CCSC)(NC)C=O.C(C)(C[C@@H](C=O)NC)C.C(O)[C@H](NC)C=O.CC([C@H](NC)C=O)C.O=C[C@@H](NC)C
